Doc Symbol	publicaion date	Jobs	title	title _ar	subjects	Area	discard	Lang available	Security level	title	session 1	session 2	session 3	agenda 1	agenda 2	agenda 3
E/ESCWA/ECW/2009/IG.1/CP.2	10/07/2009	I0900383			T0005530;T0002861;T0004246;T0010419;T0010336;T0010452;T0010659;T0006858;T0004721;T0010388;T0000626;T0002794	UNDOC		AP	3							
E/ESCWA/ECW/2009/IG.1/CP.3	10/07/2009	I0900384			T0002861;T0004246;T0010419;T0010336;T0010452;T0010659;T0006858;T0004721;T0010388;T0000626;T0005342;T0002794	UNDOC		AP	3							
E/ESCWA/ECW/2009/IG.1/CP.4	10/07/2009	I0900385			T0005534;T0002861;T0010336;T0010452;T0006858;T0006858;T0010388;T0006857;T0002794	UNDOC		AP	3							
E/ESCWA/ECW/2009/IG.1/CP.5	10/07/2009	I0900399			T0002861;T0004246;T0010419;T0010336;T0010452;T0010659;T0006858;T0010388;T0005535;T0002794;T0000626	UNDOC		AP	3							
E/ESCWA/ECW/2009/IG.1/CP.6	10/07/2009	I0900400			T0010419;T0010452;T0003962;T0010659;T0006857;T0002794;T0004246;T0010336;T0004721;T0013540;T0005340;T0005547	UNDOC		FP	3							
E/ESCWA/ECW/2009/IG.1/CP.7	10/07/2009	I0900401			T0005533;T0002861;T0004246;T0010419;T0013540;T0010336;T0003962;T0010452;T0006858;T0004721;T0010388;T0002794	UNDOC		AP	3							
E/ESCWA/ECW/2009/IG.1/CP.8	10/07/2009	I0900402			T0010419;T0010452;T0010336;T0003962;T0010659;T0006858;T0002794;T0004246;T0005361;T0005547	UNDOC		FP	3							
E/ESCWA/ECW/2009/IG.1/CP.9	10/07/2009	I0900403			T0002861;T0004246;T0010419;T0010336;T0010452;T0010659;T0006858;T0004721;T0010388;T0005363;T0003969;T0010332;T0002794	UNDOC		AP	3							
E/ESCWA/ECW/2009/IG.1/INF.1	10/06/2009	I0900346	INFORMATION NOTE : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, 4TH SESSION, BEIRUT, 21-23 OCTOBER 2009		T0002861;T0010408;T0007920;T0006857;T0005529;T0009587	UNDOC		EP AP	3	INFORMATION NOTE : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, 4TH SESSION, BEIRUT, 21-23 OCTOBER 2009	4					
E/ESCWA/ECW/2009/IG.1/INF.2	10/19/2009	I0900423			T0006858;T0005547;T0005529;T0004781;T0006857	UNDOC		AP	3		4					
E/ESCWA/ECW/2009/IG.1/L.1	09/11/2009	I0900344	PROVISIONAL AGENDA AND ANNOTATIONS/ COMMITTEE ON WOMEN FOURTH SESSION BEIRUT 21-23 OCTOBER 2009		T0002861;T0010408;T0006858;T0009587;T0005529;T0005547;T0005915;T0006857	UNDOC		EP AP	3	PROVISIONAL AGENDA AND ANNOTATIONS/ COMMITTEE ON WOMEN FOURTH SESSION BEIRUT 21-23 OCTOBER 2009	4			3		
E/ESCWA/ECW/2009/IG.1/L.2	09/11/2009	I0900348	ORGANIZATION OF WORK : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, 4TH SESSION, BEIRUT, 21-23 OCTOBER 2009 : NOTE / BY THE SECRETARIAT		T0005999;T0002861;T0006857;T0010408;T0006858;T0009587;T0005547	UNDOC		EP AP	3	ORGANIZATION OF WORK : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, 4TH SESSION, BEIRUT, 21-23 OCTOBER 2009 : NOTE / BY THE SECRETARIAT	4			3		
E/ESCWA/ECW/2009/TECHNICAL PAPER.1	07/30/2009	I0900279	SOCIAL AND ECONOMIC SITUATION OF PALESTINIAN WOMEN 2006-2009		T0002861;T0006030;T0002838;T0004301;T0003784;T0004246;T0003537;T0005946;T0004002;T0003244;P0000586;T0005547;T0002795;T0000213;P0000266;T0009949;T0002790;T0003716;T0003969;T0003722;T0004351;T0004352;T0002795;T0001242	UNDOC		EP	3	SOCIAL AND ECONOMIC SITUATION OF PALESTINIAN WOMEN 2006-2009						
E/ESCWA/ECW/2009/WG.1/INF.1	09/15/2009	I0900357			T0002861;P0000091;T0005529	UNDOC		AP	3							
E/ESCWA/ECW/2009/WG.1/L.1	09/15/2009	I0900355			T0002861;P0000091;T0005529;T0005915	UNDOC		AP	3							
E/ESCWA/ECW/2009/WG.1/L.2	09/15/2009	I0900356			T0005999;T0002861;T0005529	UNDOC		AP	3							
E/ESCWA/ECW/2009/WG.2/2	11/09/2009	I0900471			T0005547;T0010116;T0003959;T0013540;T0005535;T0000788;T0000172	UNDOC		AP	3							
E/ESCWA/ECW/2009/WG.2/3	11/09/2009	I0900472			T0005547;T0013540;T0000788;T0010116;T0005532;T0003537;T0010419;T0003959;T0004349;T0009753	UNDOC		AP	3							
E/ESCWA/ECW/2009/WG.2/4	11/09/2009	I0900473			T0005547;T0010116;T0013540;T0000788;T0010419;T0005535;P0000586;T0005532	UNDOC		AP	3							
E/ESCWA/ECW/2009/WG.2/5	11/09/2009	I0900474			T0005547;T0010116;T0010408;T0013540;T0000788;T0006139;T0005505;P0000586	UNDOC		AP	3							
E/ESCWA/ECW/2009/WG.2/INF.1	11/09/2009	I0900469			T0005547;T0010116;T0010408;T0013540;T0000788	UNDOC		AP	3							
E/ESCWA/ECW/2009/WG.2/L.1	11/09/2009	I0900470			T0005547;T0010116;T0005999;T0013540;T0000788	UNDOC		AP	3							
E/ESCWA/ECW/2009/WG.3/3	02/15/2010	I1000040	REPORT : EXPERT GROUP MEETING ON THE REVISION OF GUIDELINES TO INCREASE EFFECTIVENESS OF NATIONAL MACHINERIES FOR WOMEN IN THE ESCWA REGION, BEIRUT, 11-12 DECEMBER 2009		T0006857;T0010388;T0000747	UNDOC		EP AP	3	REPORT : EXPERT GROUP MEETING ON THE REVISION OF GUIDELINES TO INCREASE EFFECTIVENESS OF NATIONAL MACHINERIES FOR WOMEN IN THE ESCWA REGION, BEIRUT, 11-12 DECEMBER 2009	2009					
E/ESCWA/ECW/2009/WP.1	10/06/2009	I0900382			P0000091;T0002861;T0004246;T0010419;T0010336;T0010452;T0010659;T0006858;T0004721;T0010388;T0002794;T0000667;T0005533;T0005545;T0005530;P0000771;T0005327;T0005544;T0005340;T0005538;T0005379;P0000586;T0005541;T0005534;T0005535;T0005342;T0005546;T0005363;T0005361	UNDOC		AP	3							
E/ESCWA/ECW/2010/1	10/20/2010	I1000403			T0010387;T0006857;T0005529;T0005547	UNDOC		AP	2							
E/ESCWA/ECW/2011/1	12/01/2011	I1100258	PROGRESS IN THE ACHIEVEMENT OF THE MILLENNIUM DEVELOPMENT GOALS IN THE ESCWA REGION A GENDER LENS		T0010388;T0010336;T0003557;T0005530;T0005342;T0005532;T0005533;T0005534;T0005535;P0000586;T0005538;T0005541;T0005542;T0005379;T0005544;T0005545;T0005546;T0010095;T0002824	UNDOC		EP AP	2	PROGRESS IN THE ACHIEVEMENT OF THE MILLENNIUM DEVELOPMENT GOALS IN THE ESCWA REGION A GENDER LENS						
E/ESCWA/ECW/2011/2	01/01/2012	I1100238	GENDER MAINSTREAMING IN THE POLICIES PROGRAMMES AND ACTIVITIES OF MINISTRIES OF LABOUR AND SOCIAL AFFAIRS IN ESCWA MEMBER COUNTRIES: GUIDE		T0010624;T0004278;T0004353;T0000789;T0005544;P0000586;T0005534;T0006159	UNDOC		EP AP	2	GENDER MAINSTREAMING IN THE POLICIES PROGRAMMES AND ACTIVITIES OF MINISTRIES OF LABOUR AND SOCIAL AFFAIRS IN ESCWA MEMBER COUNTRIES: GUIDE						
E/ESCWA/ECW/2011/3	09/27/2011	I1100246	BEST PRACTICE AND SUCCESSFUL EXPERIENCES IN IMPLEMENTATION OF THE CONVENTION ON THE ELIMINATION OF ALL FORMS OF DISCRIMINATION AGAINST WOMEN IN ARAB COUNTRIES		T0005529;T0005547;T0006826;T0003962;T0010063;T0000455;T0000172;T0005703;T0005342;T0005530;T0005363;T0002811;T0005693	UNDOC		EP AP	2	BEST PRACTICE AND SUCCESSFUL EXPERIENCES IN IMPLEMENTATION OF THE CONVENTION ON THE ELIMINATION OF ALL FORMS OF DISCRIMINATION AGAINST WOMEN IN ARAB COUNTRIES						
E/ESCWA/ECW/2011/IG.1/3	12/06/2011	I1100343	PROGRESS ACHIEVED IN THE FIELD OF ADVANCEMENT OF WOMEN SINCE THE 4TH SESSION OF THE COMMITTEE ON WOMEN : IMPLEMENTATION OF ACTIVITIES RELATED TO THE ADVANCEMENT OF WOMEN UNDER ESCWA PROGRAMME OF WORK FOR THE BIENNIUM 2010-2011, AND PURSUANT TO THE RECOMMENDATIONS OF THE COMMITTEE ON WOMEN AT ITS 4TH SESSION		T0006857;T0005547;T0010389;T0000756	UNDOC		EP AP	3	PROGRESS ACHIEVED IN THE FIELD OF ADVANCEMENT OF WOMEN SINCE THE 4TH SESSION OF THE COMMITTEE ON WOMEN : IMPLEMENTATION OF ACTIVITIES RELATED TO THE ADVANCEMENT OF WOMEN UNDER ESCWA PROGRAMME OF WORK FOR THE BIENNIUM 2010-2011, AND PURSUANT TO THE RECOMMENDATIONS OF THE COMMITTEE ON WOMEN AT ITS 4TH SESSION	5			4 4a		
E/ESCWA/ECW/2011/IG.1/4	10/27/2011	I1100281	PROGRESS MADE IN THE IMPLEMENTATION OF THE CONVENTION ON THE ELIMINATION OF ALL FORMS OF DISCRIMINATION AGAINST WOMEN (CEDAW) IN THE ARAB COUNTRIES : IMPLEMENTATION OF THE CONVENTION IN THE ARAB COUNTRIES : COMPARATIVE ANALYSIS OF ACHIEVEMENTS AND CHALLENGES		T0003962;T0006858;T0013197;T0005529	UNDOC		EP AP	3	PROGRESS MADE IN THE IMPLEMENTATION OF THE CONVENTION ON THE ELIMINATION OF ALL FORMS OF DISCRIMINATION AGAINST WOMEN (CEDAW) IN THE ARAB COUNTRIES : IMPLEMENTATION OF THE CONVENTION IN THE ARAB COUNTRIES : COMPARATIVE ANALYSIS OF ACHIEVEMENTS AND CHALLENGES	5			6 6a		
E/ESCWA/ECW/2011/IG.1/5	12/08/2011	I1100353			T0005547;T0002861;T0007920;T0003959;T0000090;T0005698;T0000091	UNDOC		AP	3		5			7		
E/ESCWA/ECW/2011/IG.1/6	11/10/2011	I1100290	PROGRAMME OF WORK FOR THE BIENNIUM 2012-2013 IN THE FIELD OF ADVANCEMENT OF WOMEN		T0005547;T0007920;T0006857;T0006000	UNDOC		EP AP	3	PROGRAMME OF WORK FOR THE BIENNIUM 2012-2013 IN THE FIELD OF ADVANCEMENT OF WOMEN	5			9		
E/ESCWA/ECW/2011/IG.1/7/REPORT	03/01/2012	I1200016	REPORT OF THE COMMITTEE ON WOMEN ON ITS 5TH SESSION, BEIRUT, 19-21 DECEMBER 2011		T0003955;T0006857;T0005547;T0004781	UNDOC		EP AP	3	REPORT OF THE COMMITTEE ON WOMEN ON ITS 5TH SESSION, BEIRUT, 19-21 DECEMBER 2011	5					
E/ESCWA/ECW/2011/IG.1/CRP.1	12/08/2011	I1100359	REGIONAL STUDY ON VIOLENCE AGAINST WOMEN/ COMMITTEE ON WOMEN FIFTH SESSION BEIRUT 19-21 DECEMBER 2011		T0005547;T0007920;T0002861;T0010419;T0010275;T0010212	UNDOC		EP	3	REGIONAL STUDY ON VIOLENCE AGAINST WOMEN/ COMMITTEE ON WOMEN FIFTH SESSION BEIRUT 19-21 DECEMBER 2011	5					
E/ESCWA/ECW/2011/IG.1/INF.1	12/07/2011	I1100357	INFORMATION NOTE : ECONOMIC AND SOCIAL COUNCIL, ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, 5TH SESSION, BEIRUT, 19-21 DECEMBER 2011		T0005547;T0002861;T0007920	UNDOC		EP AP	3	INFORMATION NOTE : ECONOMIC AND SOCIAL COUNCIL, ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, 5TH SESSION, BEIRUT, 19-21 DECEMBER 2011	5					
E/ESCWA/ECW/2011/IG.1/INF.2	12/12/2011	I1100367			T0005547;T0002861;T0004781;T0007920	UNDOC		AP	3							
E/ESCWA/ECW/2011/IG.1/L.1	10/27/2011	I1100278	PROVISIONAL AGENDA AND ANNOTATIONS : ECONOMIC AND SOCIAL COUNCIL, ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, 5TH SESSION, BEIRUT, 19-21 DECEMBER 2011		T0005547;T0002861;T0007920;T0005915	UNDOC		EP AP	3	PROVISIONAL AGENDA AND ANNOTATIONS : ECONOMIC AND SOCIAL COUNCIL, ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, 5TH SESSION, BEIRUT, 19-21 DECEMBER 2011	5			3		
E/ESCWA/ECW/2011/IG.1/L.2	10/27/2011	I1100276	ORGANIZATION OF WORK : ECONOMIC AND SOCIAL COUNCIL, ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, 5TH SESSION, BEIRUT, 19-21 DECEMBER 2011 : NOTE / BY THE SECRETARIAT		T0005547;T0007920;T0002861;T0005999	UNDOC		EP AP	3	ORGANIZATION OF WORK : ECONOMIC AND SOCIAL COUNCIL, ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, 5TH SESSION, BEIRUT, 19-21 DECEMBER 2011 : NOTE / BY THE SECRETARIAT	5			3		
E/ESCWA/ECW/2011/TECHNICAL PAPER.1	04/21/2011	I1100033	SOCIAL AND ECONOMIC SITUATION OF PALESTINIAN WOMEN 2009-2011		P0000586;T0002861;T0006030;T0003784;T0004246;T0003537;T0004002;T0003244;T0005547;P0000266;T0001242;T0002838;T0003096;T0004294;T0000667;T0005729;T0000363	UNDOC		EP	3	SOCIAL AND ECONOMIC SITUATION OF PALESTINIAN WOMEN 2009-2011						
E/ESCWA/ECW/2011/WG.1/REPORT	04/13/2011	I1100028	EXPERT GROUP MEETING ON PROGRESS IN ACHIEVEMENT OF THE MILLENNIUM DEVELOPMENT GOALS IN THE ESCWA REGION : A GENDER LENS : REPORT		T0006857;T0003955;T0005547	UNDOC		EP	3	EXPERT GROUP MEETING ON PROGRESS IN ACHIEVEMENT OF THE MILLENNIUM DEVELOPMENT GOALS IN THE ESCWA REGION : A GENDER LENS : REPORT	2011					
E/ESCWA/ECW/2011/WG.2/REPORT	11/04/2011	I1100234			T0006857;T0004721;T0000172;T0010458;T0003962;T0006159;T0007920;T0005547	UNDOC		AP	3							
E/ESCWA/ECW/2011/WG.3/REPORT	11/23/2011	I1100324			T0002861;T0007920;T0005547;T0005698;T0006159;T0005999	UNDOC		AP	3							
E/ESCWA/ECW/2011/WG.4/INF.1	12/06/2011	I1100352			T0005547;T0007920;T0003959;T0005698	UNDOC		AP	3							
E/ESCWA/ECW/2011/WG.4/L.1	12/06/2011	I1100351			T0005547;T0007920;T0003959;T0005698;T0005999	UNDOC		AP	3							
E/ESCWA/ECW/2011/WG.5/REPORT	03/01/2012	I1200019	FORUM OF YOUNG WOMEN AND MEN IN THE ARAB UPRISINGS : AGENTS OF CHANGE ON THE ROAD TO DEMOCRACY, CAIRO, 16 AND 17 OCTOBER 2011		T0004317;T0002861;T0010239;T0005529	UNDOC		EP	3	FORUM OF YOUNG WOMEN AND MEN IN THE ARAB UPRISINGS : AGENTS OF CHANGE ON THE ROAD TO DEMOCRACY, CAIRO, 16 AND 17 OCTOBER 2011						
E/ESCWA/ECW/2012/1	10/02/2012	I1200197	ADDRESSING BARRIERS TO WOMEN'S ECONOMIC PARTICIPATION IN THE ARAB REGION		T0003955;T0003969;T0010095;T0010452;T0005529;T0005547	UNDOC		EP AP	2	ADDRESSING BARRIERS TO WOMEN'S ECONOMIC PARTICIPATION IN THE ARAB REGION						
E/ESCWA/ECW/2012/TECHNICAL PAPER.2	05/01/2013	I1200258	SOCIAL AND ECONOMIC SITUATION OF PALESTINIAN WOMEN  JANUARY 2011-JUNE 2012		T0006030;T0003784;T0004246;T0003537;T0003244;T0002838;T0000667;T0004268;T0002861;P0000586	UNDOC		EP AP	3	SOCIAL AND ECONOMIC SITUATION OF PALESTINIAN WOMEN  JANUARY 2011-JUNE 2012						
E/ESCWA/ECW/2013/1	03/01/2014	I1300003			T0003959;T0000027;T0000788;T0005529	UNDOC		AP	2							
E/ESCWA/ECW/2013/2	09/17/2013	I1300228	TRAFFICKING OF WOMEN AND CHILDREN IN THE ARAB REGION : A REGIONAL PERSPECTIVE		T0013296;T0002861;T0002769;T0013803;T0005945;T0010275;T0000172;T0005529;T0006159	UNDOC		EP AP	2	TRAFFICKING OF WOMEN AND CHILDREN IN THE ARAB REGION : A REGIONAL PERSPECTIVE						
E/ESCWA/ECW/2013/3	09/17/2013	I1300229	COMBATING VIOLENCE AGAINST WOMEN IN THE ARAB REGION : MULTISECTORAL EFFORTS		T0010419;T0000172;T0004351;T0006836;T0005993;T0005529	UNDOC		EP AP	2	COMBATING VIOLENCE AGAINST WOMEN IN THE ARAB REGION : MULTISECTORAL EFFORTS						
E/ESCWA/ECW/2013/4	10/11/2013	I1300247	COMBATING DOMESTIC VIOLENCE AGAINST WOMEN AND GIRLS : POLICIES TO EMPOWER WOMEN IN THE ARAB REGION		T0010419;T0006139;T0010408;T0002861;T0002794;T0003695;T0003959;T0005946;T0004721;T0002811;T0010458;T0005529;T0006159	UNDOC		AP EP	2	COMBATING DOMESTIC VIOLENCE AGAINST WOMEN AND GIRLS : POLICIES TO EMPOWER WOMEN IN THE ARAB REGION						
E/ESCWA/ECW/2013/5	12/18/2013	I1300353			T0010624;T0000792;T0010390;T0010389;T0000794;T0005937;T0007900;T0005529	UNDOC		AP	2							
E/ESCWA/ECW/2013/IG.1/3	11/12/2013	I1300278			T0006857;T0006000;T0007909;T0006045;T0006159;T0010388;T0010408;T0010419;T0005547;T0007920	UNDOC		AP	3							
E/ESCWA/ECW/2013/IG.1/4	11/21/2013	I1300276			T0010419;T0003962;T0007900;T0005993;T0005529;T0007920	UNDOC		AP	3							
E/ESCWA/ECW/2013/IG.1/5	10/25/2013	I1300264			T0002861;T0010388;T0000723;T0005529;T0007920	UNDOC		AP	3							
E/ESCWA/ECW/2013/IG.1/6	10/25/2013	I1300265			T0006857;T0006000;T0006045;T0005547;T0007920	UNDOC		AP	3							
E/ESCWA/ECW/2013/IG.1/7/REPORT	01/06/2014	I1300393	REPORT OF THE COMMITTEE ON WOMEN ON ITS SIXTH SESSION, KUWAIT. 4 - 5 DECEMBER 2013 = [????? ???? ?????? ?? ?????? ???????? ??????? 4 - 5 ????? ?????/?????? 2013]		T0002861;T0006857;T0010419;T0010388;T0006159;T0005529;T0005547;T0007920	UNDOC		EP AP	3	REPORT OF THE COMMITTEE ON WOMEN ON ITS SIXTH SESSION, KUWAIT. 4 - 5 DECEMBER 2013 = [????? ???? ?????? ?? ?????? ???????? ??????? 4 - 5 ????? ?????/?????? 2013]						
E/ESCWA/ECW/2013/IG.1/INF.1	11/27/2013	I1300285			T0002861;T0006045;T0005446;T0007920	UNDOC		AP	3							
E/ESCWA/ECW/2013/IG.1/L.1	10/25/2013	I1300261			T0002861;T0006045;T0005915;T0000398;T0005547;T0007920	UNDOC		AP	3							
E/ESCWA/ECW/2013/IG.1/L.2	10/25/2013	I1300260			T0002861;T0005999;T0006045;T0005547;T0007920	UNDOC		AP	3							
E/ESCWA/ECW/2013/TECHNICAL PAPER.7	12/17/2013	I1300352	POLICY BRIEF : COMBATING DOMESTIC VIOLENCE AGAINST WOMEN AND GIRLS : POLICIES TO EMPOWER WOMEN IN THE ARAB REGION		T0006139;T0010419;T0002794;T0007900;T0005529	UNDOC		EP	3	POLICY BRIEF : COMBATING DOMESTIC VIOLENCE AGAINST WOMEN AND GIRLS : POLICIES TO EMPOWER WOMEN IN THE ARAB REGION						
E/ESCWA/ECW/2013/WG.1/REPORT	08/15/2013	I1300185	REPORT: EXPERT GROUP MEETING ON A STUDY ENTITLED POLICIES TO EMPOWER WOMEN IN THE ARAB REGION : COMBATING DOMESTIC VIOLENCE AGAINS WOMEN AND GIRLS, BEIRUT, 30-31 MAY 2013		T0010419;T0007920;T0005547	UNDOC		EP	3	REPORT: EXPERT GROUP MEETING ON A STUDY ENTITLED POLICIES TO EMPOWER WOMEN IN THE ARAB REGION : COMBATING DOMESTIC VIOLENCE AGAINS WOMEN AND GIRLS, BEIRUT, 30-31 MAY 2013	2013					
E/ESCWA/ECW/2014/WG.1/REPORT	11/19/2014	I1400333			T0000472;T0003962;T0010419;T0005946;T0005529	UNDOC		AP	3							
E/ESCWA/ECW/2015/1	07/01/2014	I1500070	STATUS OF ARAB WOMEN REPORT : ACCESS TO JUSTICE FOR WOMEN AND GIRLS IN THE ARAB REGION : FROM RATIFICATION TO IMPLEMENTATION OF INTERNATIONAL INSTRUMENTS		T0006858;T0000391;T0006024;T0005945;T0005529	UNDOC		EP AP	2	STATUS OF ARAB WOMEN REPORT : ACCESS TO JUSTICE FOR WOMEN AND GIRLS IN THE ARAB REGION : FROM RATIFICATION TO IMPLEMENTATION OF INTERNATIONAL INSTRUMENTS						
E/ESCWA/ECW/2015/2	12/15/2015	I1500549	CHILD MARRIAGE IN HUMANITARIAN SETTINGS IN THE ARAB REGION : DYNAMICS, CHALLENGES AND POLICY OPTIONS		T0013316;T0014018;T0002813;T0002814;T0000562;T0005529	UNDOC		EP	2	CHILD MARRIAGE IN HUMANITARIAN SETTINGS IN THE ARAB REGION : DYNAMICS, CHALLENGES AND POLICY OPTIONS						
E/ESCWA/ECW/2015/3	01/07/2016	I1600002	AGAINST WIND AND TIDES: A REVIEW OF THE STATUS OF WOMEN AND GENDER EQUALITY IN THE ARAB REGION (BEIJING +20)			UNDOC		EP	2	AGAINST WIND AND TIDES: A REVIEW OF THE STATUS OF WOMEN AND GENDER EQUALITY IN THE ARAB REGION (BEIJING +20)						
E/ESCWA/ECW/2015/IG.1/3	01/13/2016	I1600010	PROGRESS MADE IN THE ADVANCEMENT OF WOMEN : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA, COMMITTEE ON WOMEN, SEVENTH SESSION, MUSCAT, 20 - 21 JANUARY 2016		T0006857;T0005529;T0007920;T0006045;T0006023	UNDOC		EP AP	3	PROGRESS MADE IN THE ADVANCEMENT OF WOMEN : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA, COMMITTEE ON WOMEN, SEVENTH SESSION, MUSCAT, 20 - 21 JANUARY 2016						
E/ESCWA/ECW/2015/IG.1/3(PART II)	12/29/2015	I1500552			T0007920;T0006857;T0006000;T0005529;T0010408;T0010388	UNDOC		AP	3							
E/ESCWA/ECW/2015/IG.1/3(PART I)	10/08/2015	I1500421	PROGRESS MADE IN THE ADVANCEMENT OF WOMEN : IMPLEMENTATION OF ACTIVITIES RELATED TO WOMEN ADVANCEMENT UNDER THE ESCWA PROGRAMME OF WORK AND RECOMMENDATIONS ADDRESSED TO THE SECRETARIAT BY THE COMMITTEE ON WOMEN AT ITS SIXTH SESSION : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, SEVENTH SESSION, MUSCAT, 20-21 JANUARY 2016		T0007920;T0006857;T0006000;T0000714;T0005529;T0006024;T0010408;T0010388	UNDOC		EP AP	3	PROGRESS MADE IN THE ADVANCEMENT OF WOMEN : IMPLEMENTATION OF ACTIVITIES RELATED TO WOMEN ADVANCEMENT UNDER THE ESCWA PROGRAMME OF WORK AND RECOMMENDATIONS ADDRESSED TO THE SECRETARIAT BY THE COMMITTEE ON WOMEN AT ITS SIXTH SESSION : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, SEVENTH SESSION, MUSCAT, 20-21 JANUARY 2016						
E/ESCWA/ECW/2015/IG.1/4	01/13/2016	I1600012	INTERNATIONAL ISSUES : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA, COMMITTEE ON WOMEN, SEVENTH SESSION, MUSCAT, 20 - 21 JANUARY 2016		T0002861;T0010388;T0006857;T0001129;T0005529;T0006045;T0006023;T0007920	UNDOC		EP AP	3	INTERNATIONAL ISSUES : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA, COMMITTEE ON WOMEN, SEVENTH SESSION, MUSCAT, 20 - 21 JANUARY 2016						
E/ESCWA/ECW/2015/IG.1/4(PART II)	10/07/2015	I1500414	INTERNATIONAL ISSUES : THE 2030 AGENDA FOR SUSTAINABLE DEVELOPMENT : A NEW ROAD MAP TO ACHIEVE GENDER EQUALITY AND THE EMPOWERMENT OF WOMEN AND GIRLS		T0001129;T0010388;T0010408;T0002861;T0002794;T0006120;T0005529;T0007920;T0006159	UNDOC		EP AP	3	INTERNATIONAL ISSUES : THE 2030 AGENDA FOR SUSTAINABLE DEVELOPMENT : A NEW ROAD MAP TO ACHIEVE GENDER EQUALITY AND THE EMPOWERMENT OF WOMEN AND GIRLS						
E/ESCWA/ECW/2015/IG.1/4(PART I)	10/07/2015	I1500416			T0002861;T0010388;T0006857;T0000472;T0010458;T0005529;T0007920	UNDOC		AP	3							
E/ESCWA/ECW/2015/IG.1/5	01/13/2016	I1600014	REGIONAL ISSUES : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA, COMMITTEE ON WOMEN, SEVENTH SESSION, MUSCAT, 20 - 21 JANUARY 2016		T0003962;T0002794;T0005991;T0005928;T0000180;T0013540;T0005529;T0007920;T0006023	UNDOC		EP AP	3	REGIONAL ISSUES : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA, COMMITTEE ON WOMEN, SEVENTH SESSION, MUSCAT, 20 - 21 JANUARY 2016						
E/ESCWA/ECW/2015/IG.1/5(PART III)	12/17/2015	I1500527			T0013540;T0002861;T0000180;T0005698;T0005529;T0007920	UNDOC		AP	3							
E/ESCWA/ECW/2015/IG.1/5(PART II)	12/30/2015	I1500564	REGIONAL ISSUES : SOCIOECONOMIC IMPACT OF CONFLICT ON WOMEN AND GIRLS IN THE ARAB REGION		T0013540;T0002794;T0005991;T0005928;T0006024;T0001129;T0005529;T0007920	UNDOC		EP AP	3	REGIONAL ISSUES : SOCIOECONOMIC IMPACT OF CONFLICT ON WOMEN AND GIRLS IN THE ARAB REGION						
E/ESCWA/ECW/2015/IG.1/5(PART I)	06/01/2015	I1500410	REGIONAL ISSUES : THE RIGHT OF WOMEN AND GIRLS TO ACCESS JUSTICE IN THE ARAB REGION		T0000472;T0002861;T0002794;T0005529;T0007920;T0006159	UNDOC		EP AP	3	REGIONAL ISSUES : THE RIGHT OF WOMEN AND GIRLS TO ACCESS JUSTICE IN THE ARAB REGION						
E/ESCWA/ECW/2015/IG.1/6	10/07/2015	I1500418	PROPOSED PROGRAMME OF WORK FOR THE BIENNIUM 2016 - 2017 IN THE ADVANCEMENT OF WOMEN		T0006857;T0005529;T0007920;T0006000	UNDOC		EP AP	3	PROPOSED PROGRAMME OF WORK FOR THE BIENNIUM 2016 - 2017 IN THE ADVANCEMENT OF WOMEN						
E/ESCWA/ECW/2015/IG.1/7/REPORT	02/08/2016	I1600034	REPORT OF THE COMMITTEE ON WOMEN ON ITS SEVENTH SESSION, MUSCAT, 20 - 21 JANUARY 2016		T0002861;T0010388;T0003969;T0003962;T0005529;T0006159;T0007920	UNDOC		EP AP	3	REPORT OF THE COMMITTEE ON WOMEN ON ITS SEVENTH SESSION, MUSCAT, 20 - 21 JANUARY 2016						
